CoordX,CoordY,Orient,HalfLen,HalfWid
1063.0,338.0,0.0,41.0,19.0
2247.5,653.5,0.0,38.0,6.0
2122.0,719.5,-1.5707963267948966,37.0,8.0
2375.0,723.5,-1.5707963267948966,39.0,8.0
1378.5,760.0,-3.141592653589793,71.0,9.0
1010.5,805.5,-1.5707963267948966,39.0,7.0
541.5,820.0,-1.5707963267948966,40.0,18.0
1232.0,821.0,-1.5707963267948966,40.0,9.0
2122.0,822.5,-1.5707963267948966,36.0,8.0
950.5,910.5,-1.5707963267948966,36.0,7.0
751.5,998.5,-1.5707963267948966,33.0,10.0
1070.0,1194.0,-3.141592653589793,44.0,19.0
349.5,1428.5,-3.141592653589793,156.0,12.0
649.0,1428.5,0.0,43.0,12.0
