CoordX,CoordY,Orient,HalfLen,HalfWid
175.5,127.5,-1.5707963267948966,40.0,7.0
540.5,130.5,-1.5707963267948966,34.0,7.0
222.5,185.5,-3.141592653589793,34.0,7.0
427.5,185.5,0.0,36.0,7.0
1121.5,270.5,-3.141592653589793,35.0,7.0
1169.5,323.0,-1.5707963267948966,39.0,7.0
345.14516129032256,410.64516129032256,1.5816980468270756,30.08542933790575,8.315668233409513
1169.5,422.5,-1.5707963267948966,35.0,7.0
284.0,455.5,-3.141592653589793,36.0,7.0
1169.5,542.5,-1.5707963267948966,40.0,7.0
541.0,626.0,-1.5707963267948966,93.0,7.0
1085.0,720.5,0.0,51.0,7.0
484.5,788.5,-3.141592653589793,40.0,7.0
1081.5,788.5,0.0,47.0,7.0
954.5,1096.0,-1.5707963267948966,41.0,7.0
1178.5,1098.0,-1.5707963267948966,40.0,7.0
1237.0,1255.5,-3.141592653589793,39.0,7.0
1545.5,1430.5,-1.5707963267948966,83.0,7.0
