CoordX,CoordY,Orient,HalfLen,HalfWid
975.0,235.5,0.0,34.0,14.0
374.49295774647885,328.4507042253521,1.5714655424564712,31.00266992077793,4.020744788261151
1089.0,353.0,-1.5707963267948966,28.0,6.0
1807.5,393.5,-3.141592653589793,34.0,11.0
1130.9692307692308,394.4923076923077,-0.0008016025196347831,30.005601578538034,7.023244221596863
1000.5,472.5,-1.5707963267948966,29.0,5.0
329.0,555.0,0.0,35.0,5.0
747.0,555.5,0.0,44.0,4.0
955.5,561.5,-3.141592653589793,33.0,5.0
1299.5,567.5,-3.141592653589793,33.0,5.0
1343.0,611.0,-1.5707963267948966,35.0,5.0
800.5,762.5,0.0,38.0,5.0
897.0,762.5,0.0,30.0,5.0
799.5,912.5,0.0,38.0,14.0
1803.5,918.5,-3.141592653589793,33.0,10.0
2021.5,919.0,-3.1414647040961627,110.00140654401709,10.98592546569817
