CoordX,CoordY,Orient,HalfLen,HalfWid
1817.0,494.5,0.0,46.0,6.0
1875.0,551.5,-1.5707963267948966,45.0,9.0
2101.0,609.5,0.0,33.0,6.0
464.5,722.0,-1.5707963267948966,48.0,15.0
1875.0,756.0,-1.5707963267948966,44.0,9.0
1875.0,934.5,-1.5707963267948966,47.0,9.0
966.5,963.5,-1.5707963267948966,44.0,6.0
802.5,968.5,-1.5707963267948966,44.0,6.0
404.0,987.0,0.0,41.0,11.0
1535.5,1059.0,-1.5707963267948966,48.0,13.0
920.0,1072.5,0.0,39.0,6.0
966.5,1122.5,-1.5707963267948966,40.0,6.0
586.0,1175.5,-3.141592653589793,32.0,6.0
737.5,1175.5,-3.141592653589793,48.0,6.0
735.5,1296.5,0.0,48.0,15.0
