CoordX,CoordY,Orient,HalfLen,HalfWid
694.5,247.0,0.0,34.0,6.0
780.5,292.5,-1.5707963267948966,32.0,6.0
505.5,310.0,-1.5707963267948966,24.0,5.0
780.5,396.0,-1.5707963267948966,33.0,6.0
359.0,408.5,-1.5707963267948966,32.0,5.0
413.0,449.5,0.0,33.0,5.0
510.0,449.0,-3.141592653589793,20.0,5.0
576.5,449.0,0.0,20.0,5.0
665.5,449.5,-3.141592653589793,33.0,5.0
748.0,449.5,0.0,20.0,5.0
481.5,569.5,-1.5707963267948966,31.0,5.0
418.5,631.0,-3.141592653589793,32.0,11.0
966.5,887.5,-3.141592653589793,104.0,11.0
785.0,927.5,-1.5707963267948966,23.0,5.0
785.0,999.5,-1.5707963267948966,23.0,5.0
258.0,1019.5,0.0,32.0,5.0
647.5,1122.0,0.0,33.0,6.0
785.5,1174.5,-1.5707963267948966,33.0,5.0
215.0,1189.5,0.0,32.0,5.0
467.0,1220.0,0.0,34.0,5.0
292.0,1273.5,-1.5707963267948966,33.0,6.0
785.5,1388.0,-1.5707963267948966,23.0,5.0
292.0,1429.5,-1.5707963267948966,34.0,6.0
480.5,1441.0,-1.5707963267948966,32.0,5.0
