CoordX,CoordY,Orient,HalfLen,HalfWid
2298.0,243.5,-1.5707963267948966,40.0,11.0
170.5,287.0,-1.5707963267948966,41.0,10.0
1062.5,337.0,-3.141592653589793,38.0,9.0
1249.0,337.0,0.0,41.0,9.0
1749.5,421.5,-3.141592653589793,57.0,7.0
170.5,541.0,-1.5707963267948966,40.0,10.0
1136.0,604.0,-1.5707963267948966,37.0,9.0
730.0,657.0,0.0,41.0,9.0
2378.5,666.5,0.0,41.0,8.0
439.0,712.5,-1.5707963267948966,36.0,9.0
1685.5,719.0,-1.5707963267948966,39.0,9.0
666.0,726.5,-1.5707963267948966,39.0,9.0
1133.5,805.5,-1.5707963267948966,34.0,6.0
1764.0,821.0,0.0,41.0,11.0
2210.5,819.5,0.0,39.0,9.0
2372.0,819.5,0.0,39.0,9.0
1039.5,856.0,-3.141592653589793,38.0,9.0
1154.0,978.5,-1.5707963267948966,40.0,9.0
2033.0,993.5,0.0,43.0,9.0
2037.0,1126.0,-3.141592653589793,43.0,11.0
