CoordX,CoordY,Orient,HalfLen,HalfWid
430.0,173.0,0.0,37.0,12.0
1098.5,294.0,0.0,41.0,13.0
1200.0,294.0,0.0,41.0,13.0
1204.0,659.0,-3.141592653589793,42.0,5.0
1259.0,828.0,-1.5707963267948966,30.0,7.0
1093.5,905.0,-3.141592653589793,42.0,4.0
1205.0,905.0,0.0,42.0,4.0
601.5,922.0,-3.141592653589793,34.0,5.0
268.5,1010.0,-1.5707963267948966,29.0,5.0
600.0,1100.0,-3.141592653589793,35.0,10.0
268.5,1154.0,-1.5707963267948966,31.0,5.0
388.0,1194.5,0.0,38.0,6.0
389.0,1274.0,-3.141592653589793,40.0,14.0
440.5,1402.0,-1.5707963267948966,40.0,7.0
