CoordX,CoordY,Orient,HalfLen,HalfWid
1452.0,355.5,0.0,38.0,18.0
300.0,530.0,-1.5707963267948966,120.0,12.0
1208.0,464.0,-1.5707963267948966,35.0,5.0
1535.0,504.5,-1.5707963267948966,35.0,8.0
1730.1011673151752,509.49027237354085,-1.5787329242884252,34.038611753631216,5.777588635400175
1158.5,655.0,0.0,39.0,6.0
1251.5,655.0,0.0,33.0,6.0
1442.5,655.0,0.0,33.0,6.0
1111.5,765.5,-1.5707963267948966,39.0,5.0
1186.5,938.0,-3.141592653589793,43.0,6.0
1190.5,1023.0,0.0,42.0,18.0
1345.0,1054.0,-3.141592653589793,26.0,4.0
1616.0,1345.0,-1.5707963267948966,39.0,6.0
