CoordX,CoordY,Orient,HalfLen,HalfWid
586.5,255.5,-3.141592653589793,36.0,18.0
1035.0,350.5,0.0,32.0,5.0
913.0,456.0,0.0,41.0,11.0
1018.5,456.0,-3.141592653589793,41.0,11.0
1101.5,572.5,-1.5707963267948966,38.0,9.0
976.5,621.5,0.0,33.0,6.0
697.0,690.5,-1.5707963267948966,38.0,11.0
641.5,742.5,-3.141592653589793,35.0,7.0
331.5,792.5,-1.5707963267948966,36.0,7.0
778.5,769.5,0.0,47.0,7.0
780.5,850.0,-3.141592653589793,49.0,18.0
1435.0,1314.0,-1.5707963267948966,130.0,16.0
694.0,1277.0,-1.5707963267948966,40.0,11.0
504.0,1398.0,0.0,38.0,11.0
1435.0,1558.5,-1.5707963267948966,47.0,16.0
694.0,1554.0,-1.5707963267948966,40.0,11.0
178.0,1641.5,-3.141592653589793,39.0,11.0
502.0,1642.0,0.0,40.0,12.0
694.5,1702.0,-1.5707963267948966,34.0,11.0
184.0,1867.0,0.0,42.0,10.0
327.0,1931.0,-1.5707963267948966,37.0,10.0
578.5,1979.5,-1.5707963267948966,32.0,9.0
