CoordX,CoordY,Orient,HalfLen,HalfWid
475.0,406.5,-1.5707963267948966,73.0,8.0
885.0,468.0,-1.5707963267948966,45.0,8.0
1172.0,579.0,-1.5707963267948966,27.0,5.0
120.5,642.5,-3.141592653589793,34.0,7.0
427.0,642.5,-3.141592653589793,33.0,7.0
1109.0,643.5,0.0,45.0,4.0
475.0,692.5,-1.5707963267948966,33.0,8.0
885.0,722.5,-1.5707963267948966,49.0,8.0
345.5,706.0,-1.5707963267948966,27.0,5.0
1198.5,747.5,-1.5707963267948966,26.0,4.0
409.0,741.0,0.0,51.0,3.0
1138.5,811.0,-3.141592653589793,50.0,14.0
