CoordX,CoordY,Orient,HalfLen,HalfWid
427.0,382.5,0.0,36.0,4.0
1077.5,437.0,-1.5707963267948966,39.0,17.0
511.5,459.5,-1.5707963267948966,42.0,4.0
761.0,681.0,0.0,31.0,8.0
808.0,843.5,-1.5707963267948966,39.0,5.0
929.0,910.0,1.5707963267948966,55.0,5.0
808.0,1027.5,-1.5707963267948966,33.0,5.0
859.5,1205.5,-3.141592653589793,40.0,5.0
1096.5,1205.5,-3.141592653589793,35.0,5.0
1241.5,1270.0,-1.5707963267948966,42.0,17.0
990.5,1316.0,-1.5707963267948966,41.0,5.0
861.5,1582.0,0.0,43.0,11.0
