CoordX,CoordY,Orient,HalfLen,HalfWid
1550.0,155.5,-1.5707963267948966,26.0,11.0
1177.0,159.0,-1.5707963267948966,26.0,5.0
1391.0,254.0,-3.141592653589793,27.0,5.0
2517.0,314.5,-3.141592653589793,36.0,3.0
2588.5,346.5,-1.5707963267948966,25.0,4.0
1349.1301518438179,356.40347071583517,-1.5561919954218237,21.056175780518483,5.130901103287625
628.5,359.5,-3.141592653589793,26.0,5.0
548.5,394.0,-1.5707963267948966,24.0,4.0
1349.0,423.5,-1.5707963267948966,21.0,5.0
114.5,421.0,-3.141592653589793,27.0,11.0
1395.5,480.0,0.0,25.0,5.0
385.0,523.5,-1.5707963267948966,27.0,11.0
548.5,529.0,-1.5707963267948966,26.0,4.0
625.0,576.5,-3.141592653589793,25.0,5.0
2130.0,628.5,-3.141592653589793,38.0,8.0
1177.0,736.5,-1.5707963267948966,26.0,5.0
1127.5,787.0,-3.141592653589793,26.0,11.0
