CoordX,CoordY,Orient,HalfLen,HalfWid
404.5,557.0,-1.5707963267948966,37.0,14.0
1658.0,662.0,-3.141592653589793,36.0,16.0
1927.5,817.0,-1.5707963267948966,39.0,7.0
1822.5,985.5,-3.141592653589793,45.0,8.0
963.0,1118.5,-1.5707963267948966,45.0,9.0
2151.0,1161.0,-1.5707963267948966,37.0,16.0
1650.5,1147.5,-3.141592653589793,39.0,7.0
805.0,1204.5,-0.7537575609228271,42.3156933101092,5.040972178896155
642.5,1240.5,0.0,45.0,4.0
432.5,1339.0,-3.141592653589793,45.0,5.0
1065.5,1352.5,-3.141592653589793,43.0,16.0
1698.5,1343.0,-3.141592653589793,44.0,6.0
1820.5,1343.0,-3.141592653589793,42.0,6.0
903.5,1474.0,0.0,37.0,5.0
755.0,1527.5,-1.5707963267948966,42.0,5.0
696.0,1666.0,0.0,38.0,15.0
622.0,1796.0,-1.5707963267948966,45.0,15.0
