CoordX,CoordY,Orient,HalfLen,HalfWid
518.5,356.0,-3.141592653589793,46.0,16.0
1154.0,359.0,0.0,46.0,16.0
293.0,824.0,-3.141592653589793,48.0,7.0
354.0,880.0,-1.5707963267948966,45.0,6.0
222.0,952.5,-1.5707963267948966,42.0,7.0
474.0,1076.0,-3.141592653589793,47.0,6.0
354.0,1150.0,-1.5707963267948966,48.0,6.0
970.0,1234.5,-1.5707963267948966,47.0,6.0
914.0,1296.0,-3.141592653589793,47.0,6.0
468.0,1335.5,-3.141592653589793,43.0,6.0
469.5,1440.5,-3.141592653589793,44.0,1.0
278.0,1466.5,0.0,46.0,6.0
276.0,1651.5,-3.141592653589793,52.0,15.0
