CoordX,CoordY,Orient,HalfLen,HalfWid
818.5,182.0,-1.5707963267948966,38.0,7.0
411.5,249.0,-3.141592653589793,38.0,13.0
706.0,457.0,-1.5707963267948966,33.0,5.0
749.5,563.0,0.0,32.0,5.0
589.5,756.0,-3.141592653589793,37.0,6.0
646.0,794.0,-1.5707963267948966,29.0,6.0
367.5,836.5,-1.5707963267948966,29.0,6.0
122.0,876.0,-3.141592653589793,29.0,5.0
598.0,880.5,0.0,36.0,5.0
866.0,880.5,0.0,28.0,5.0
367.5,928.0,-1.5707963267948966,41.0,6.0
432.0,1040.5,-3.141592653589793,43.0,6.0
434.5,1173.5,0.0,43.0,14.0
746.0,1320.0,-1.5707963267948966,39.0,7.0
