CoordX,CoordY,Orient,HalfLen,HalfWid
384.5,309.0,0.0,38.0,14.0
1025.5,309.0,-3.141592653589793,39.0,14.0
971.0,413.0,-1.5707963267948966,28.0,5.0
834.0,688.0,-3.141592653589793,30.0,5.0
1020.0,689.5,-3.141592653589793,40.0,6.0
970.0,787.5,-1.5707963267948966,37.0,5.0
1019.5,889.0,-3.141592653589793,38.0,6.0
537.5,1091.0,0.0,30.0,7.0
970.0,1119.5,-1.5707963267948966,27.0,5.0
441.5,1156.0,-3.141592653589793,44.0,6.0
440.0,1226.5,-3.141592653589793,44.0,12.0
497.0,1394.0,-1.5707963267948966,40.0,5.0
