CoordX,CoordY,Orient,HalfLen,HalfWid
1054.5,322.0,-1.5707963267948966,43.0,7.0
592.0,352.5,0.0,42.0,7.0
1771.0,353.5,0.0,42.0,7.0
1827.5,423.0,-1.5707963267948966,42.0,7.0
486.5,460.5,-1.5707963267948966,42.0,7.0
1668.5,555.5,-1.5707963267948966,37.0,7.0
1827.5,600.5,-1.5707963267948966,42.0,7.0
436.5,662.5,-1.5707963267948966,42.0,7.0
1769.0,672.5,0.0,42.0,7.0
649.5,898.0,-1.5707963267948966,42.0,7.0
861.5,907.5,-1.5707963267948966,32.0,7.0
557.5,955.5,0.0,47.0,7.0
248.5,1051.5,-1.5707963267948966,37.0,7.0
