CoordX,CoordY,Orient,HalfLen,HalfWid
696.5,362.0,0.0,32.0,10.0
1448.5,487.5,-3.141592653589793,24.0,4.0
1386.5,536.5,-1.5707963267948966,31.0,10.0
575.0,592.0,0.0,32.0,5.0
1487.5,644.5,-1.5707963267948966,31.0,4.0
733.0,744.5,-1.5707963267948966,33.0,5.0
1273.5,751.0,-1.5707963267948966,27.0,4.0
1487.5,785.0,-1.5707963267948966,32.0,4.0
1305.5,828.5,-3.141592653589793,26.0,4.0
1339.5,884.5,-1.5707963267948966,24.0,4.0
495.5,937.0,0.0,23.0,5.0
684.5,937.0,0.0,32.0,5.0
684.5,1046.5,-3.141592653589793,33.0,10.0
614.5,1147.0,-1.5707963267948966,27.0,4.0
