CoordX,CoordY,Orient,HalfLen,HalfWid
152.0,336.5,-1.5707963267948966,121.0,16.0
1781.0,489.0,-3.141592653589793,45.0,11.0
3982.0,518.5,0.0,109.0,7.0
1966.0,526.0,0.0,101.0,9.0
2319.0,525.0,-3.141592653589793,42.0,8.0
2225.0,571.0,-1.5707963267948966,34.0,8.0
2803.0,583.5,-1.5707963267948966,40.0,8.0
3525.0,563.5,0.0,87.0,8.0
3724.0,563.5,0.0,35.0,8.0
226.0,634.5,-1.5707963267948966,44.0,15.0
2379.0,807.0,-1.5707963267948966,39.0,17.0
2225.0,808.0,-1.5707963267948966,39.0,8.0
2972.5,787.5,-3.141592653589793,39.0,7.0
4004.5,808.5,0.0,38.0,8.0
3055.5,851.0,-1.5707963267948966,39.0,5.0
3684.5,867.5,-1.5707963267948966,40.0,8.0
2895.5,885.0,-1.5707963267948966,29.0,7.0
1395.0,901.5,-3.141592653589793,28.0,6.0
3807.5,921.5,-3.141592653589793,29.0,7.0
3470.0,972.5,0.0,79.0,8.0
4031.5,972.0,-3.141592653589793,29.0,7.0
2803.0,1019.0,-1.5707963267948966,39.0,8.0
1238.5,1032.5,0.0,40.0,14.0
1374.5,1032.5,0.0,40.0,14.0
3001.0,1149.0,0.0,38.0,15.0
2938.5,1213.0,-1.5707963267948966,42.0,15.0
