CoordX,CoordY,Orient,HalfLen,HalfWid
974.0,163.5,-1.5707963267948966,35.0,10.0
1605.0,229.0,0.0,35.0,9.0
2206.0,229.0,0.0,33.0,9.0
1191.5,361.5,-1.5707963267948966,31.0,5.0
1108.0,497.5,0.0,33.0,5.0
2130.5,544.0,-1.5707963267948966,34.0,5.0
1594.0,631.5,0.0,32.0,5.0
1095.5,681.5,-3.141592653589793,33.0,5.0
1290.0,681.5,0.0,27.0,5.0
1881.5,737.0,-1.5707963267948966,44.0,5.0
1182.5,733.5,-1.5707963267948966,39.0,5.0
974.0,732.0,-1.5707963267948966,31.0,10.0
2130.5,725.5,-1.5707963267948966,24.0,5.0
1644.5,734.5,-1.5707963267948966,30.0,5.0
1335.5,739.5,-1.5707963267948966,31.0,5.0
1090.5,782.5,-3.141592653589793,33.0,5.0
1828.0,788.5,0.0,32.0,5.0
2130.5,831.0,-1.5707963267948966,31.0,5.0
1957.0,883.5,0.0,36.0,5.0
2057.5,883.5,0.0,25.0,5.0
1962.0,1051.0,0.0,37.0,11.0
690.5,1089.0,-1.5707963267948966,26.0,7.0
796.0,1138.5,-1.5707963267948966,37.0,11.0
1259.0,1128.5,0.0,45.0,5.0
1339.0,1209.5,-1.5707963267948966,30.0,10.0
1274.5,1264.5,-3.141592653589793,33.0,5.0
273.0,1785.0,0.0,128.0,11.0
602.0,1785.0,-3.141592653589793,130.0,11.0
1154.5,1786.0,0.0,129.0,10.0
