CoordX,CoordY,Orient,HalfLen,HalfWid
630.5,458.5,-3.141592653589793,39.0,5.0
438.0,521.5,-1.5707963267948966,39.0,5.0
561.0043744531933,758.5450568678915,-1.5705428997693878,51.00126549736992,5.012671190576663
662.0,815.0,-3.141592653589793,26.0,5.0
792.0,972.0,0.0,44.0,13.0
1107.5,972.0,0.0,40.0,13.0
1012.5,1057.0,-1.5707963267948966,43.0,12.0
1161.5,1055.0,-1.5707963267948966,40.0,5.0
1104.5,1118.0,-3.141592653589793,39.0,5.0
1115.5,1379.5,0.0,38.0,5.0
1144.0,1534.5,0.0,26.0,4.0
1418.0,1675.5,0.0,42.0,12.0
