CoordX,CoordY,Orient,HalfLen,HalfWid
2002.0,236.0,-1.5707963267948966,36.0,6.0
2226.0,239.0,-1.5707963267948966,34.0,10.0
2140.0,494.0,0.0,33.0,6.0
2002.0,551.5,-1.5707963267948966,29.0,6.0
2141.0,691.0,-3.141592653589793,31.0,6.0
2002.0,753.5,-1.5707963267948966,40.0,6.0
2226.0,749.5,-1.5707963267948966,33.0,10.0
2135.0,1194.0,-1.5707963267948966,28.0,6.0
2507.5,1278.0,0.0,41.0,10.0
2089.0,1282.0,0.0,33.0,6.0
541.0,1468.0,-1.5707963267948966,36.0,6.0
1159.0,1454.0,-1.5707963267948966,22.0,6.0
2002.0,1492.0,-1.5707963267948966,33.0,6.0
1159.0,1519.0,-1.5707963267948966,38.0,6.0
433.0,1575.0,-3.141592653589793,38.0,6.0
1904.0,1613.5,-1.5707963267948966,31.0,6.0
1851.5,1683.0,0.0,33.0,6.0
620.5,1732.0,-3.141592653589793,30.0,6.0
1904.0,1770.0,-1.5707963267948966,31.0,6.0
541.0,1787.5,-1.5707963267948966,36.0,6.0
2550.0,1806.0,-1.5707963267948966,34.0,6.0
940.0,1855.0,-3.141592653589793,41.0,6.0
1076.0,1862.0,0.0,40.0,9.0
1322.0,1862.0,0.0,128.0,9.0
2050.0,1859.0,0.0,37.0,6.0
2160.0,1859.0,0.0,28.0,6.0
2404.5,1859.0,-3.141592653589793,32.0,6.0
889.0,1912.0,-1.5707963267948966,39.0,6.0
1005.0,1913.5,-1.5707963267948966,37.0,9.0
2002.0,1924.0,-1.5707963267948966,37.0,6.0
2124.0,1929.5,-1.5707963267948966,32.0,6.0
2044.5,2065.0,-3.141592653589793,34.0,10.0
