CoordX,CoordY,Orient,HalfLen,HalfWid
1535.5,340.0,1.5707963267948966,34.0,7.0
259.5,399.0,-1.5707963267948966,33.0,7.0
1535.5,524.5,-1.5707963267948966,33.0,7.0
507.0,503.5,0.0,38.0,7.0
1631.0,571.5,-3.141592653589793,34.0,7.0
415.5,644.5,0.0,32.0,7.0
509.5,644.5,0.0,38.0,7.0
680.5,644.5,0.0,43.0,7.0
1266.0,646.5,-3.141592653589793,65.0,7.0
1733.0,646.5,-3.141592653589793,44.0,7.0
327.5,710.5,-1.5707963267948966,34.0,7.0
1731.5,759.5,0.0,43.0,7.0
684.0,760.5,-3.141592653589793,39.0,7.0
899.5,760.5,0.0,43.0,7.0
584.5,935.0,-1.5707963267948966,44.0,7.0
668.0,1070.5,-3.141592653589793,48.0,7.0
668.0,1131.5,-3.141592653589793,48.0,7.0
1595.5,1196.0,-1.5707963267948966,44.0,7.0
