CoordX,CoordY,Orient,HalfLen,HalfWid
684.0,314.0,-3.141592653589793,45.0,11.0
1311.5,717.5,-3.141592653589793,41.0,7.0
1254.5,773.5,-1.5707963267948966,38.0,7.0
422.0,853.5,-1.5707963267948966,34.0,7.0
612.0,860.0,-1.5707963267948966,31.0,7.0
1254.5,946.5,-1.5707963267948966,42.0,7.0
1308.0,1017.5,-3.141592653589793,39.0,7.0
1254.5,1231.5,-1.5707963267948966,34.0,7.0
666.5,1285.5,-3.141592653589793,41.0,7.0
1315.5,1289.5,0.0,42.0,11.0
665.5,1351.0,-3.141592653589793,41.0,11.0
724.0,1484.5,-1.5707963267948966,37.0,8.0
