CoordX,CoordY,Orient,HalfLen,HalfWid
165.0,256.0,-3.141592653589793,42.0,16.0
250.45502645502646,468.5326278659612,2.357069104777131,30.40990908240829,4.923152404675476
173.0,641.0,0.0,36.0,4.0
649.5,641.0,-3.141592653589793,40.0,4.0
750.0,641.0,0.0,41.0,4.0
800.0,766.5,-1.5707963267948966,31.0,5.0
445.0,862.5,-3.141592653589793,46.0,4.0
544.5,862.5,0.0,31.0,4.0
444.5,1019.0,-3.141592653589793,45.0,15.0
243.45874886672712,2002.4950135992747,-0.0003281077444529383,45.00163811646228,5.014764579098737
