CoordX,CoordY,Orient,HalfLen,HalfWid
518.5,392.0,-3.141592653589793,38.0,11.0
1312.0,393.0,0.0,38.0,11.0
1174.0,620.0,0.0,39.0,6.0
628.5,664.0,0.0,121.0,6.0
1102.0,698.5,-1.5707963267948966,30.0,6.0
1241.0,715.0,-1.5707963267948966,37.0,6.0
438.0,832.5,-1.5707963267948966,39.0,6.0
1241.0,904.5,-1.5707963267948966,38.0,6.0
438.0,1004.0,-1.5707963267948966,45.0,6.0
1137.0,981.0,-3.141592653589793,30.0,6.0
1014.0,1036.0,-1.5707963267948966,31.0,6.0
1014.0,1119.5,-1.5707963267948966,30.0,6.0
129.0,1134.0,-3.141592653589793,29.0,6.0
316.0,1134.0,0.0,46.0,6.0
315.0,1249.0,-3.141592653589793,46.0,11.0
