CoordX,CoordY,Orient,HalfLen,HalfWid
2097.5,362.5,-1.5707963267948966,38.0,7.0
1108.5,465.0,-1.5707963267948966,43.0,22.0
1868.5,532.5,-3.141592653589793,34.0,7.0
2215.0,532.5,0.0,31.0,7.0
2311.5,599.5,-1.5707963267948966,46.0,15.0
766.5,602.0,-1.5707963267948966,37.0,8.0
1815.5,612.5,-1.5707963267948966,40.0,8.0
432.5,622.0,-1.5707963267948966,32.0,7.0
491.5,849.0,-3.141592653589793,45.0,8.0
378.0,900.0,-1.5707963267948966,36.0,8.0
500.0,967.5,-3.141592653589793,47.0,22.0
546.5,1251.0,0.0,48.0,12.0
1179.5,1251.0,-3.141592653589793,45.0,12.0
1408.5,1251.0,0.0,37.0,12.0
390.0,1455.0,-1.5707963267948966,141.0,12.0
