CoordX,CoordY,Orient,HalfLen,HalfWid
656.5,381.5,-1.5707963267948966,38.0,8.0
748.5,543.0,-3.141592653589793,38.0,20.0
2457.5,542.0,0.0,43.0,19.0
1267.0,710.5,-1.5707963267948966,39.0,8.0
2568.0,783.5,-1.5707963267948966,68.0,5.0
1073.0,811.0,-1.5707963267948966,40.0,5.0
860.1772727272727,871.2772727272727,-0.2535380786706477,52.128717658617546,21.30047642567496
1156.0,943.0,0.0,34.0,5.0
1393.5,957.0,-3.141592653589793,38.0,19.0
813.5,1109.0,-1.5707963267948966,34.0,8.0
1155.5,1202.0,0.0,35.0,5.0
2307.5,1250.5,-1.5707963267948966,39.0,10.0
1278.0,1253.5,-1.5707963267948966,39.0,19.0
2433.0,1262.0,-1.5707963267948966,40.0,5.0
938.0,1272.5,-1.5707963267948966,40.0,5.0
2372.0,1371.0,0.0,40.0,5.0
734.0,1413.0,0.0,45.0,5.0
882.0,1413.0,-3.141592653589793,39.0,5.0
734.5,1620.0,0.0,46.0,19.0
