CoordX,CoordY,Orient,HalfLen,HalfWid
586.0,245.0,0.0,34.0,11.0
652.0,528.5,-1.5707963267948966,26.0,6.0
367.5,626.0,0.0,27.0,6.0
803.9012345679013,719.3703703703703,-1.57972954542952,28.043548272995984,6.142690191522153
652.0,731.0,-1.5707963267948966,26.0,6.0
652.0,820.5,-1.5707963267948966,28.0,6.0
490.0,827.0,-1.5707963267948966,26.0,6.0
490.0,976.5,-1.5707963267948966,26.0,6.0
525.5,1013.0,0.0,25.0,5.0
528.5,1116.0,-3.141592653589793,26.0,10.0
589.0,1221.5,-1.5707963267948966,24.0,6.0
