CoordX,CoordY,Orient,HalfLen,HalfWid
1043.5,159.5,0.0,31.0,14.0
1163.5,483.0,-1.5707963267948966,32.0,5.0
2035.0,529.5,-3.141592653589793,32.0,6.0
1067.5,545.0,0.0,31.0,6.0
1224.0,545.0,0.0,32.0,6.0
1282.0,601.5,-1.5707963267948966,31.0,6.0
738.5,606.0,-3.141592653589793,30.0,6.0
833.0,606.0,-3.141592653589793,31.0,6.0
2034.0,614.5,0.0,33.0,5.0
1898.5,685.5,-1.5707963267948966,32.0,6.0
972.0,687.0,-1.5707963267948966,32.0,7.0
1282.0,688.0,-1.5707963267948966,32.0,6.0
2090.5,723.0,-1.5707963267948966,33.0,7.0
1014.5,738.0,0.0,31.0,6.0
1111.5,738.0,-3.141592653589793,30.0,6.0
1227.0,738.0,0.0,33.0,6.0
1990.5,867.0,-1.5707963267948966,32.0,6.0
1178.0,906.0,-1.5707963267948966,27.0,5.0
1223.5,949.5,0.0,33.0,14.0
1077.0,1223.0,0.0,105.0,12.0
1362.0,1389.0,-3.141592653589793,31.0,6.0
1355.0,1580.0,0.0,33.0,6.0
1538.5,1580.0,-3.141592653589793,32.0,6.0
1711.5,1580.0,-3.141592653589793,32.0,6.0
1818.5,1580.0,0.0,27.0,6.0
1870.5,1692.0,-1.5707963267948966,32.0,13.0
1780.5,1695.5,-1.5707963267948966,30.0,5.0
1455.0,1699.5,0.0,22.0,5.0
1637.83527696793,1750.274052478134,-1.5474621712904828,31.10822108959086,5.651935920249019
1780.5,1762.5,-1.5707963267948966,20.0,5.0
1369.5,1792.0,-3.141592653589793,32.0,6.0
1694.0,1792.0,0.0,32.0,6.0
1752.0,1841.5,-1.5707963267948966,30.0,6.0
1582.0,1846.0,-1.5707963267948966,31.0,6.0
1202.5,1826.0,0.0,34.0,6.0
1276.0,1874.0,-1.5707963267948966,31.0,6.0
1582.0,1931.0,-1.5707963267948966,32.0,6.0
