CoordX,CoordY,Orient,HalfLen,HalfWid
1602.5,226.5,-1.5707963267948966,41.0,8.0
2092.5,235.5,-1.5707963267948966,37.0,7.0
862.5,264.0,-1.5707963267948966,38.0,8.0
1700.0,276.5,-3.141592653589793,33.0,7.0
1848.0,342.5,0.0,37.0,7.0
1795.5,434.0,-1.5707963267948966,33.0,8.0
972.0,419.0,0.0,42.0,7.0
862.5,475.0,-1.5707963267948966,36.0,8.0
568.0,479.5,0.0,42.0,7.0
711.5,586.0,-1.5707963267948966,41.0,8.0
862.5,589.0,-1.5707963267948966,42.0,8.0
1849.0,611.5,0.0,37.0,8.0
1048.5,679.5,-3.141592653589793,36.0,8.0
269.0,743.5,0.0,129.0,7.0
1695.5,932.5,-3.141592653589793,37.0,7.0
