CoordX,CoordY,Orient,HalfLen,HalfWid
1313.5,214.0,-1.5707963267948966,36.0,7.0
1373.0,306.5,0.0,37.0,7.0
1133.5,421.5,-1.5707963267948966,39.0,7.0
1055.5,591.5,-3.141592653589793,41.0,7.0
1198.0,591.5,0.0,37.0,7.0
1660.5,711.5,-1.5707963267948966,41.0,7.0
1329.5,791.5,0.0,38.0,7.0
480.5,920.0,-1.5707963267948966,52.0,7.0
1269.5,944.5,-1.5707963267948966,37.0,7.0
384.5,1067.5,-1.5707963267948966,36.0,7.0
1269.5,1143.0,-1.5707963267948966,35.0,7.0
995.0,1231.5,0.0,37.0,7.0
1135.5,1419.5,-3.141592653589793,41.0,7.0
