CoordX,CoordY,Orient,HalfLen,HalfWid
934.5,392.5,-1.5707963267948966,40.0,7.0
1873.0,405.5,-3.141592653589793,39.0,7.0
1819.5,455.0,-1.5707963267948966,38.0,7.0
1535.0,449.5,-3.141592653589793,39.0,7.0
714.5,532.0,-1.5707963267948966,44.0,7.0
1819.5,605.0,1.5707963267948966,34.0,7.0
1537.5,799.5,-3.141592653589793,37.0,7.0
1717.0,799.5,-3.141592653589793,34.0,7.0
1357.5,849.0,-1.5707963267948966,33.0,7.0
1357.5,926.0,-1.5707963267948966,42.0,7.0
1931.5,1088.5,-1.5707963267948966,37.0,7.0
1496.5,1140.5,0.0,43.0,7.0
