CoordX,CoordY,Orient,HalfLen,HalfWid
1197.5,214.0,-1.5707963267948966,45.0,12.0
267.0,372.5,-3.141592653589793,36.0,18.0
357.5,645.0,-1.5707963267948966,41.0,7.0
870.5,732.5,-3.141592653589793,41.0,7.0
1010.5,787.5,-1.5707963267948966,42.0,7.0
259.5,814.0,0.0,31.0,10.0
1235.0,845.5,0.0,26.0,6.0
1010.5,893.0,-1.5707963267948966,32.0,7.0
1010.5,1047.5,-1.5707963267948966,39.0,7.0
305.5,1118.0,-3.141592653589793,34.0,9.0
947.5,1181.0,-3.141592653589793,45.0,6.0
951.0,1337.0,0.0,47.0,19.0
