CoordX,CoordY,Orient,HalfLen,HalfWid
921.0,313.5,0.0,33.0,10.0
1067.0,428.5,-1.5707963267948966,28.0,6.0
1231.0,524.5,-2.263418765908433,23.954762773055794,6.451676182535488
1404.0,604.5,-1.5707963267948966,23.0,6.0
2684.0,646.0,1.5707963267948966,24.0,8.0
343.0,650.5,0.0,33.0,9.0
950.5,685.5,0.0,33.0,6.0
1463.5,685.5,0.0,32.0,6.0
3159.5411355735805,825.2085747392816,-0.7943911272461952,32.589185662571666,6.79099028276929
1492.5,858.5,-0.7853981633974483,32.526911934581186,5.656854249492384
1042.5,1057.5,0.0,23.0,5.0
1206.0,1057.5,0.0,32.0,5.0
1406.5,1057.5,-3.141592653589793,33.0,5.0
1105.0,1275.0,-1.5707963267948966,22.0,6.0
1212.0,1346.0,-3.141592653589793,34.0,10.0
