CoordX,CoordY,Orient,HalfLen,HalfWid
641.0,552.5,-3.141592653589793,40.0,8.0
1520.5,553.0,0.0,37.0,9.0
1571.5,945.0,-3.141592653589793,43.0,8.0
1288.5,1052.5,-1.5707963267948966,37.0,9.0
784.5,1094.5,-1.5707963267948966,36.0,7.0
1661.0,1200.5,-1.5707963267948966,41.0,8.0
1466.5,1205.5,-1.5707963267948966,33.0,9.0
714.5,1258.0,-1.5707963267948966,39.0,7.0
1536.0,1277.0,0.0,38.0,8.0
877.5,1304.5,0.0,38.0,7.0
714.5,1389.0,-1.5707963267948966,40.0,7.0
626.0,1505.5,-3.141592653589793,44.0,8.0
806.5,1716.5,-1.5707963267948966,42.0,8.0
