CoordX,CoordY,Orient,HalfLen,HalfWid
918.5,358.5,0.0,100.0,25.0
2186.5,361.0,-3.141592653589793,100.0,26.0
1024.5,1057.5,-3.141592653589793,45.0,5.0
2079.5,1060.0,-3.141592653589793,46.0,6.0
2269.0,1839.0,0.0,41.0,26.0
2511.0,1839.0,-3.141592653589793,40.0,26.0
593.0,1840.5,0.0,41.0,25.0
837.0,1840.5,-3.141592653589793,40.0,25.0
1504.0,2097.0,0.0,39.0,6.0
1599.5,2097.0,-3.141592653589793,38.0,6.0
683.5,2161.5,-3.141592653589793,43.0,6.0
895.5,2161.5,0.0,45.0,6.0
2209.0,2162.0,-3.141592653589793,46.0,7.0
2421.5,2162.0,0.0,44.0,7.0
2035.0,2204.5,-1.5707963267948966,35.0,11.0
1070.0,2204.5,-1.5707963267948966,30.0,11.0
632.5,2226.0,-1.5707963267948966,41.0,6.0
2473.0,2226.0,-1.5707963267948966,41.0,6.0
1502.5,2269.0,0.0,40.0,6.0
1601.5,2269.0,0.0,40.0,6.0
580.0,2290.5,-3.141592653589793,41.0,6.0
2525.5,2291.0,-3.141592653589793,40.0,7.0
938.5,2521.0,-1.5707963267948966,45.0,5.0
2165.0,2531.0,-1.5707963267948966,43.0,6.0
1146.0,2765.0,-3.141592653589793,45.0,14.0
1957.5,2765.5,-3.141592653589793,46.0,14.0
2268.5,2806.0,-1.5707963267948966,41.0,7.0
840.0,2806.5,-1.5707963267948966,39.0,6.0
474.0,2880.0,0.0,126.0,26.0
2629.5,2881.0,-3.141592653589793,126.0,25.0
