CoordX,CoordY,Orient,HalfLen,HalfWid
197.5,338.0,-1.5707963267948966,134.0,7.0
806.5,329.0,-1.5707963267948966,44.0,7.0
1075.5,390.0,0.0,43.0,7.0
2495.5,391.0,0.0,42.0,7.0
2302.0,477.0,-1.5707963267948966,66.0,7.0
2755.0,471.0,-1.5707963267948966,44.0,7.0
1288.0,525.5,-3.141592653589793,33.0,7.0
1431.5,525.5,0.0,32.0,7.0
2755.0,577.5,-1.5707963267948966,37.0,7.0
1958.5,565.0,0.0,42.0,7.0
2369.5,565.0,0.0,42.0,7.0
871.0,649.5,0.0,38.0,7.0
1008.0,707.0,-1.5707963267948966,39.0,7.0
1511.0,713.5,0.0,43.0,7.0
2104.0,750.0,-1.5707963267948966,43.0,7.0
2613.0,714.0,0.0,47.0,7.0
442.5,824.0,-1.5707963267948966,37.0,7.0
612.5,826.5,-1.5707963267948966,37.0,7.0
2612.5,835.5,0.0,47.0,7.0
