CoordX,CoordY,Orient,HalfLen,HalfWid
652.0,391.0,-1.5707963267948966,45.0,22.0
1334.5,525.0,-3.141592653589793,45.0,20.0
1679.5,525.0,-3.141592653589793,45.0,20.0
3262.5,598.5,-1.5707963267948966,35.0,5.0
1624.0,658.0,-1.5707963267948966,47.0,5.0
1400.5,658.5,-1.5707963267948966,46.0,4.0
1345.0,805.0,0.0,45.0,5.0
3206.5,807.5,-3.141592653589793,46.0,5.0
1400.5,862.0,-1.5707963267948966,46.0,4.0
3262.5,863.5,-1.5707963267948966,45.0,5.0
1682.0,988.5,-3.141592653589793,46.0,4.0
3201.0,990.5,0.0,55.0,5.0
1142.5,1046.0,-1.5707963267948966,46.0,20.0
3064.5,1046.5,-1.5707963267948966,46.0,20.0
430.0,1177.5,0.0,163.0,20.0
1272.5,1202.5,-3.141592653589793,45.0,5.0
1842.5,1202.5,-3.141592653589793,45.0,5.0
