CoordX,CoordY,Orient,HalfLen,HalfWid
1911.5,269.5,-1.5707963267948966,45.0,6.0
768.0,287.5,-1.5707963267948966,39.0,7.0
2514.5,371.0,-1.5707963267948966,39.0,14.0
2016.0,464.0,1.5707963267948966,39.0,5.0
646.0,494.5,-1.5707963267948966,30.0,9.0
1306.5,523.0,0.0,40.0,13.0
1908.5,598.0,-1.5707963267948966,43.0,6.0
562.0,607.0,-1.5707963267948966,43.0,9.0
737.0,595.5,-1.5707963267948966,31.0,7.0
679.5,895.0,-3.141592653589793,38.0,13.0
970.0,1090.0,-1.5707963267948966,44.0,19.0
1557.5,1156.5,-1.5707963267948966,43.0,8.0
1105.0,1340.5,0.0,27.0,8.0
1187.0,1340.5,-3.141592653589793,30.0,8.0
1962.0,1458.5,-1.5707963267948966,39.0,19.0
1818.5,1470.0,-1.5707963267948966,31.0,8.0
1622.5,1515.5,0.0,38.0,8.0
1211.5,1604.5,-1.1441688336680207,35.587053209901825,6.289804753377993
