CoordX,CoordY,Orient,HalfLen,HalfWid
83.0,299.5,-1.570700374095902,128.00076703234788,7.987718017719863
778.5,349.0,-1.5707963267948966,28.0,5.0
824.0,420.0,-3.141592653589793,33.0,7.0
1262.0,458.5,0.0,38.0,7.0
1427.0,458.5,-3.141592653589793,41.0,7.0
1742.5,458.5,-3.141592653589793,34.0,7.0
1342.0,459.0,0.0,20.0,7.0
990.5,511.0,-1.5707963267948966,39.0,7.0
1178.5,512.5,-1.5707963267948966,39.0,7.0
1794.0,521.5,-1.5707963267948966,26.0,8.0
777.0,531.0,-1.5707963267948966,34.0,7.0
777.0,615.0,-1.5707963267948966,27.0,7.0
1420.0,605.5,0.0,28.0,5.0
1743.0,607.5,-3.141592653589793,35.0,7.0
1957.0,607.5,-3.141592653589793,28.0,7.0
1056.0,609.5,0.0,42.0,7.0
246.0,699.5,0.0,40.0,7.0
1982.0,942.0,0.0,38.0,7.0
1632.5,993.5,-1.5707963267948966,35.0,7.0
