CoordX,CoordY,Orient,HalfLen,HalfWid
541.0,175.0,-3.141592653589793,27.0,12.0
1680.5,242.5,-1.5707963267948966,28.0,11.0
2219.5,243.5,-1.5707963267948966,28.0,5.0
472.5,283.0,-1.5707963267948966,27.0,5.0
352.0,336.5,0.0,27.0,5.0
1167.5,445.5,-1.5707963267948966,28.0,5.0
1167.5,572.5,-1.5707963267948966,26.0,5.0
1680.5,807.5,-1.5707963267948966,110.0,11.0
2219.5,776.0,-1.5707963267948966,34.0,5.0
898.5,814.0,-1.5707963267948966,27.0,5.0
752.0,859.5,0.0,27.0,5.0
866.5,859.5,0.0,25.0,5.0
762.5,978.5,-3.141592653589793,27.0,11.0
