CoordX,CoordY,Orient,HalfLen,HalfWid
2199.5,144.0,-1.5707963267948966,27.0,8.0
378.0,176.5,0.0,24.0,5.0
1060.5,224.0,-1.5707963267948966,31.0,6.0
2353.5,237.5,-3.141592653589793,30.0,8.0
2568.0,237.5,0.0,35.0,8.0
1683.0,278.0,-1.5707963267948966,33.0,12.0
122.0,270.5,-3.141592653589793,25.0,5.0
1375.5,270.5,-3.141592653589793,26.0,5.0
227.5,325.0,-1.5707963267948966,38.0,11.0
1256.5,330.5,-1.5707963267948966,34.0,11.0
1060.5,328.0,-1.5707963267948966,31.0,6.0
1833.5,325.0,0.0,32.0,7.0
2035.0,352.0,-1.5707963267948966,29.0,10.0
135.5,396.5,-3.141592653589793,39.0,10.0
1354.0,396.5,0.0,38.0,10.0
1991.0,398.5,-3.141592653589793,28.0,6.0
348.0,400.5,0.0,31.0,6.0
568.5,400.5,-3.141592653589793,48.0,6.0
1134.0,400.5,-3.141592653589793,32.0,6.0
2191.5,486.0,-1.5707963267948966,33.0,6.0
2087.5,596.0,-3.141592653589793,27.0,12.0
