CoordX,CoordY,Orient,HalfLen,HalfWid
1612.0,150.0,0.0,52.0,5.0
1612.5,166.0,-3.141592653589793,55.0,5.0
3029.31465093412,221.58308751229106,0.7793150065135067,45.991200278271386,6.092854140350096
3018.5,234.0,0.7859573316850234,45.96549211669103,6.338259577393057
1283.5,342.0,-1.5707963267948966,56.0,4.0
1944.5,436.0,-1.5707963267948966,148.0,13.0
2594.5,344.5,-1.5707963267948966,56.0,5.0
2509.446774193548,787.7758064516129,-0.6411683259688468,54.98818644494269,5.778056079906277
1227.0,780.0,2.621118775642561,39.32737533319343,6.273559547986205
1748.5,767.0,-3.141592653589793,50.0,6.0
1364.0,767.5,0.0,36.0,5.0
1162.6868035190616,889.282697947214,-1.3926240075389056,40.980646601549616,10.218983827611765
1430.5,944.5,-1.5707963267948966,55.0,5.0
2119.0,947.5,-1.5707963267948966,40.0,5.0
2222.5,990.5,-1.5707963267948966,26.0,5.0
2964.4646799117,999.5927152317881,0.966701566459597,40.0269654050716,5.889322211614323
2177.5,1035.5,-3.141592653589793,34.0,5.0
1206.5,1069.0,-2.6665775371923606,32.26846881408606,5.894567023484874
1331.0,1114.5,-3.141592653589793,32.0,22.0
1839.5,1099.0,0.0,56.0,7.0
1839.0,1130.0,-3.141592653589793,55.0,7.0
1991.0,1196.0,0.9132061075186862,31.329258060960264,5.368311833133175
1967.9289855072464,1215.131884057971,0.9291179094230244,30.589377565901916,6.344944118502041
273.5,1358.0,-0.6377335056930354,35.86054080766503,11.005145900169213
514.5,1684.0,-0.6606446123214,34.90914356200733,6.416120807155669
529.3093023255814,1703.8418604651163,2.49721974330592,35.79510430759467,6.629464378524536
