CoordX,CoordY,Orient,HalfLen,HalfWid
2370.5,468.5,-3.141592653589793,39.0,7.0
611.5,474.5,-3.141592653589793,40.0,7.0
2566.5,503.5,-2.3561196762924803,39.59745062147063,7.775264993411371
819.5,726.5,-3.141592653589793,29.0,7.0
2932.5,781.0,-1.5707963267948966,38.0,16.0
906.5,811.5,-1.5707963267948966,31.0,9.0
3051.0,872.5,-3.141592653589793,39.0,15.0
820.0,886.5,0.0,30.0,7.0
1034.0,886.5,0.0,30.0,7.0
2715.0,1103.5,0.0,30.0,7.0
2865.0,1103.5,-3.141592653589793,28.0,7.0
722.5,1204.0,-1.5707963267948966,28.0,7.0
768.5,1348.5,0.0,32.0,10.0
990.5,1348.5,-3.141592653589793,31.0,10.0
2824.0,1345.5,0.0,40.0,7.0
2152.0,1351.5,0.0,40.0,7.0
2738.5,1397.0,-1.5707963267948966,44.0,7.0
3392.0,1409.5,0.0,38.0,7.0
409.0,1416.5,-3.141592653589793,39.0,7.0
2835.5,1503.0,-0.27819076781589164,38.04824777929307,5.773286839012935
2675.5,1585.5,-3.141592653589793,39.0,7.0
3115.001133786848,1631.5,-0.7869080126394656,27.588876899764077,7.819803072362996
2465.0,1816.0,0.0,42.0,15.0
3010.0,1816.0,-3.141592653589793,39.0,15.0
3411.0,1816.0,0.0,41.0,15.0
1240.5,1819.0,-3.141592653589793,40.0,14.0
