CoordX,CoordY,Orient,HalfLen,HalfWid
1147.5,166.5,-3.141592653589793,41.0,7.0
455.5,278.5,-1.5707963267948966,32.0,7.0
190.5,384.0,0.0,32.0,7.0
570.5,456.5,0.0,36.0,7.0
1393.0,540.5,0.0,40.0,7.0
1442.5,633.5,-1.5707963267948966,32.0,7.0
1137.5,650.0,-1.5707963267948966,41.0,7.0
455.5,648.0,-1.5707963267948966,37.0,7.0
141.5,648.0,-1.5707963267948966,36.0,7.0
271.0,700.5,0.0,42.0,6.0
611.0,700.5,-3.141592653589793,41.0,6.0
1393.0,701.5,-3.141592653589793,41.0,7.0
1648.0,701.5,0.0,37.0,7.0
1242.0,840.5,-3.141592653589793,46.0,7.0
1242.5,925.0,-3.141592653589793,45.0,7.0
1123.0,1222.5,0.0,118.0,7.0
1406.0,1222.5,0.0,117.0,7.0
460.0,1294.5,0.0,42.0,7.0
599.5,1346.5,-1.5707963267948966,31.0,7.0
301.5,1361.0,-1.5707963267948966,32.0,7.0
301.5,1441.0,-1.5707963267948966,32.0,7.0
383.5,1570.5,0.0,46.0,7.0
945.5,1889.0,-1.5707963267948966,36.0,7.0
1151.5,1891.5,-1.5707963267948966,36.0,7.0
