CoordX,CoordY,Orient,HalfLen,HalfWid
1388.5,701.5,-1.5707963267948966,32.0,6.0
1187.0,1059.5,-3.141592653589793,36.0,7.0
1549.5,1059.5,0.0,36.0,7.0
1341.0,1363.0,-1.5707963267948966,28.0,9.0
1191.0,1406.5,-3.141592653589793,36.0,7.0
1293.5,1406.5,-3.141592653589793,35.0,7.0
1311.0,1702.0,0.0,32.0,8.0
1489.0,1702.0,-3.141592653589793,36.0,8.0
1443.5,1741.0,-1.5707963267948966,29.0,7.0
1193.5,1743.5,-1.5707963267948966,29.0,6.0
1490.5,1810.0,0.0,36.0,8.0
1160.0,2753.5,-3.141592653589793,86.0,7.0
