CoordX,CoordY,Orient,HalfLen,HalfWid
378.0,156.0,-1.5707963267948966,35.0,9.0
1378.5,273.0,-1.5707963267948966,135.0,14.0
1757.0,148.0,-3.141592653589793,22.0,3.0
1832.5,148.0,-3.141592653589793,22.0,3.0
2137.5,282.0,-1.5707963267948966,43.0,6.0
1944.0,356.5,0.0,43.0,8.0
2182.0,381.5,0.0,24.0,3.0
635.0,444.5,-3.141592653589793,42.0,9.0
1317.0,444.5,0.0,39.0,9.0
2071.5,450.5,-3.141592653589793,44.0,6.0
2261.0,450.5,-3.141592653589793,25.0,6.0
2432.0,450.5,-3.141592653589793,41.0,6.0
2553.0,450.0,0.0,52.0,6.0
2332.0,451.0,-3.141592653589793,25.0,6.0
1110.5,513.0,-1.5707963267948966,42.0,8.0
2008.5,552.5,-1.5707963267948966,61.0,8.0
489.0,544.5,-1.5707963267948966,43.0,9.0
2653.0,518.5,-3.141592653589793,27.0,3.0
2733.0,518.5,-3.141592653589793,26.0,3.0
2492.0,575.5,-1.5707963267948966,37.0,7.0
2248.5,626.0,0.0,40.0,6.0
2426.5,626.0,0.0,36.0,6.0
1006.5,631.0,0.0,33.0,7.0
395.0,642.0,0.0,43.0,13.0
556.0,642.0,0.0,42.0,13.0
2082.5,741.0,-3.141592653589793,45.0,6.0
2150.5,808.0,-1.5707963267948966,38.0,6.0
2084.5,875.0,-3.141592653589793,47.0,9.0
