CoordX,CoordY,Orient,HalfLen,HalfWid
1900.0,249.5,-1.5707963267948966,41.0,11.0
521.5,311.0,-1.5707963267948966,45.0,5.0
320.0,324.5,-1.5707963267948966,42.0,10.0
1051.5,543.5,0.0,38.0,5.0
1199.5,595.5,-1.5707963267948966,33.0,5.0
430.5,605.5,-3.141592653589793,34.0,5.0
1403.0,638.5,-3.141592653589793,34.0,5.0
1199.5,691.5,-1.5707963267948966,33.0,5.0
1199.5,837.0,-1.5707963267948966,38.0,5.0
373.5,899.5,-3.141592653589793,33.0,5.0
1069.5,918.5,-3.141592653589793,42.0,5.0
1710.5,973.0,0.0,118.0,11.0
1079.5,1096.0,-3.141592653589793,42.0,10.0
