CoordX,CoordY,Orient,HalfLen,HalfWid
187.5,235.0,0.0,38.0,15.0
811.0,434.0,-3.141592653589793,39.0,5.0
961.5,434.0,-3.141592653589793,38.0,5.0
2624.0,493.5,0.0,35.0,5.0
466.0,540.0,-1.5707963267948966,38.0,11.0
2758.5,579.0,-1.5707963267948966,39.0,5.0
1992.5,684.5,-1.5707963267948966,24.0,4.0
1865.0,685.0,-1.5707963267948966,24.0,4.0
1455.0,718.0,0.0,37.0,5.0
2514.0,728.5,-3.141592653589793,38.0,5.0
308.5,734.0,-3.141592653589793,36.0,5.0
2679.5,795.0,-1.5707963267948966,38.0,5.0
1300.0,804.0,-1.5707963267948966,34.0,5.0
1563.0,898.5,-1.5707963267948966,38.0,5.0
1300.5,903.5,-1.5707963267948966,33.0,4.0
237.0,897.0,-1.5707963267948966,26.0,5.0
1495.5,1074.5,0.0,37.0,4.0
1491.0,1311.0,0.0,43.0,15.0
