CoordX,CoordY,Orient,HalfLen,HalfWid
1318.0,408.0,-1.5707963267948966,80.0,8.0
1657.5,502.0,-1.9944294348669473,33.87197604584215,7.595343227919029
317.5,559.5,0.0,75.0,7.0
1663.0,659.0,-1.248961631547263,31.305936748360644,7.586858805554378
617.5,728.5,-1.5707963267948966,70.0,8.0
1318.0,820.0,-1.5707963267948966,39.0,8.0
1409.0,875.5,-3.141592653589793,39.0,7.0
669.5,907.5,0.0,37.0,8.0
1701.5,976.5,-1.5707963267948966,32.0,8.0
947.0,993.0,0.0,34.0,8.0
1381.0,1130.0,-3.141592653589793,40.0,8.0
1169.5,1239.5,0.0,43.0,7.0
