CoordX,CoordY,Orient,HalfLen,HalfWid
637.5,138.0,-3.141592653589793,92.0,16.0
1118.0,135.0,-3.141592653589793,38.0,12.0
279.5,201.5,-1.5707963267948966,34.0,6.0
1038.5,217.5,-1.5707963267948966,35.0,5.0
152.0,388.0,-3.141592653589793,33.0,10.0
375.0,523.5,-1.5707963267948966,28.0,5.0
1038.5,627.5,-1.5707963267948966,99.0,5.0
1222.0,620.0,-1.5707963267948966,29.0,6.0
279.5,692.0,-1.5707963267948966,31.0,6.0
1403.0,669.0,0.0,35.0,6.0
1222.0,750.5,-1.5707963267948966,29.0,6.0
279.5,784.5,-1.5707963267948966,32.0,6.0
1099.5,786.5,-1.5707963267948966,33.0,8.0
1162.5,831.5,-3.141592653589793,40.0,7.0
1163.5,928.0,-3.141592653589793,42.0,8.0
