CoordX,CoordY,Orient,HalfLen,HalfWid
336.5,212.5,-1.5707963267948966,43.0,6.0
467.5,332.5,-3.141592653589793,43.0,6.0
591.5,387.0,-1.5707963267948966,43.0,6.0
135.0,394.0,-1.5707963267948966,40.0,17.0
2114.5,442.0,-1.5707963267948966,43.0,4.0
2577.0,474.0,-1.5707963267948966,44.0,6.0
471.0,466.5,0.0,39.0,6.0
1188.0,472.5,0.0,44.0,6.0
1305.0,576.5,-1.5707963267948966,43.0,5.0
2187.5,566.5,0.0,44.0,4.0
2399.0,622.5,-3.141592653589793,38.0,4.0
1215.0,667.0,0.0,47.0,5.0
591.5,710.5,-1.5707963267948966,43.0,6.0
1281.0,911.0,-3.141592653589793,46.0,17.0
