CoordX,CoordY,Orient,HalfLen,HalfWid
1278.0,518.0,-3.141592653589793,30.0,6.0
1154.0,572.0,-1.5707963267948966,34.0,6.0
695.5,624.0,0.0,36.0,6.0
829.0,624.0,0.0,35.0,6.0
1029.5,624.0,0.0,33.0,6.0
563.0,687.0,-1.5707963267948966,40.0,6.0
1154.0,726.5,-1.5707963267948966,38.0,6.0
676.0,915.5,-1.5707963267948966,26.0,6.0
772.5,1226.5,-3.141592653589793,40.0,18.0
1902.0048929663608,1540.0152905198777,1.5711605538069522,49.005824381861814,16.982515976186704
2141.5,1681.5,-1.5707963267948966,36.0,6.0
2507.5,1759.5,-1.5707963267948966,52.0,7.0
1112.0,1777.5,-1.5707963267948966,41.0,17.0
920.5,1778.5,-1.5707963267948966,34.0,6.0
2023.5,1891.5,0.0,30.0,7.0
2184.5,1891.5,0.0,32.0,7.0
866.0,1903.5,0.0,38.0,6.0
1910.5,1959.5,-1.5707963267948966,40.0,7.0
2345.5,2029.5,-1.5707963267948966,60.0,6.0
1213.515011547344,2081.569284064665,-1.5693052091335233,30.00891335118082,6.044726842969803
716.0,2125.0,0.0,35.0,9.0
1315.5,2125.0,-3.141592653589793,34.0,9.0
342.5,2162.5,-1.5707963267948966,33.0,6.0
627.0,2187.5,-1.5707963267948966,40.0,9.0
2166.0,2227.5,-3.141592653589793,40.0,6.0
382.5,2253.0,0.0,29.0,9.0
673.0,2255.5,-3.141592653589793,32.0,6.0
2512.5,2313.5,-1.5707963267948966,42.0,16.0
717.5,2403.5,-1.5707963267948966,36.0,6.0
1372.0,2465.0,0.0,43.0,17.0
2161.5,2496.5,0.0,46.0,16.0
1300.5,2585.5,-1.5707963267948966,40.0,12.0
717.5,2588.0,-1.5707963267948966,36.0,6.0
