CoordX,CoordY,Orient,HalfLen,HalfWid
727.5,368.0,-3.141592653589793,36.0,16.0
1433.5,479.0,0.0,32.0,7.0
1285.0,838.0,-1.5707963267948966,35.0,7.0
850.0,892.0,-3.141592653589793,29.0,7.0
1046.0,892.0,0.0,31.0,7.0
1285.0,940.5,-1.5707963267948966,29.0,7.0
707.5,941.0,-3.141592653589793,38.0,10.0
767.0,941.0,0.0,19.0,10.0
726.0,1062.0,0.0,58.0,8.0
309.0,1282.5,-3.141592653589793,122.0,14.0
716.0,1673.5,-3.141592653589793,35.0,14.0
1111.0,1888.5,0.0,32.0,7.0
1218.0,1888.5,-3.141592653589793,33.0,7.0
1272.5,2144.0,1.5707963267948966,34.0,7.0
838.0,2191.5,0.0,31.0,7.0
1111.0,2191.5,-3.141592653589793,34.0,7.0
331.0,2199.5,0.0,31.0,7.0
536.0,2199.5,-3.141592653589793,35.0,7.0
738.0,2199.5,-3.141592653589793,36.0,7.0
336.0,2364.5,-3.141592653589793,28.0,7.0
