CoordX,CoordY,Orient,HalfLen,HalfWid
1489.5,268.0,-3.141592653589793,34.0,5.0
1264.5,268.5,-3.141592653589793,30.0,4.0
289.5,277.5,0.0,38.0,5.0
1224.0,417.5,-1.5707963267948966,32.0,5.0
1302.5,460.0,0.0,30.0,5.0
1442.0,533.0,-1.5707963267948966,25.0,5.0
607.0,649.0,-3.141592653589793,33.0,5.0
864.5,649.0,0.0,33.0,5.0
549.0,688.5,-1.5707963267948966,26.0,5.0
598.5,775.0,0.0,33.0,5.0
729.0,775.0,0.0,31.0,5.0
645.0,961.5,-1.5707963267948966,26.0,5.0
845.0,989.0,0.0,38.0,5.0
848.5,1077.5,-3.141592653589793,35.0,4.0
231.0,1078.5,-3.141592653589793,102.0,4.0
