CoordX,CoordY,Orient,HalfLen,HalfWid
1273.5,121.0,-1.5707963267948966,33.0,7.0
1455.5,142.0,-1.5707963267948966,33.0,7.0
951.5,233.5,-1.5707963267948966,36.0,7.0
361.5,379.5,-1.5707963267948966,39.0,7.0
1273.5,410.0,-1.5707963267948966,33.0,7.0
439.5,426.5,0.0,27.0,7.0
539.5,426.5,0.0,27.0,7.0
988.5,466.0,-1.5707963267948966,30.0,7.0
577.5,475.0,-1.5707963267948966,37.0,7.0
527.5,536.5,0.0,38.0,7.0
1321.0,539.5,0.0,37.0,7.0
1092.5,796.0,-1.5707963267948966,33.0,8.0
867.0,856.0,-1.5707963267948966,39.0,8.0
991.5,860.0,-1.5707963267948966,37.0,7.0
755.0,995.0,-1.5707963267948966,34.0,8.0
1092.5,998.0,-1.5707963267948966,37.0,8.0
628.0,1064.5,-3.141592653589793,34.0,6.0
991.5,1134.0,-1.5707963267948966,32.0,7.0
1042.5,1226.5,-3.141592653589793,41.0,7.0
